,region,year,month,mean_monthly_temperature_deviation
776,Волгоградская область,2014,9,1.1
777,Волгоградская область,2014,10,0.29
778,Волгоградская область,2014,11,-1.82
779,Волгоградская область,2014,12,1.61
780,Волгоградская область,2015,1,1.18
781,Волгоградская область,2015,2,3.96
782,Волгоградская область,2015,3,4.48
783,Волгоградская область,2015,4,0.33
784,Волгоградская область,2015,5,0.77
785,Волгоградская область,2015,6,3.82
786,Волгоградская область,2015,7,1.55
787,Волгоградская область,2015,8,2.32
788,Волгоградская область,2015,9,6.02
789,Волгоградская область,2015,10,-0.29
790,Волгоградская область,2015,11,2.64
791,Волгоградская область,2015,12,4.23
792,Волгоградская область,2016,1,0.83
793,Волгоградская область,2016,2,7.74
794,Волгоградская область,2016,3,5.61
795,Волгоградская область,2016,4,2.1
796,Волгоградская область,2016,5,-0.47
797,Волгоградская область,2016,6,0.69
798,Волгоградская область,2016,7,2.1
799,Волгоградская область,2016,8,5.51
800,Волгоградская область,2016,9,-1.3
801,Волгоградская область,2016,10,-0.71
802,Волгоградская область,2016,11,-1.25
803,Волгоградская область,2016,12,-1.92
804,Волгоградская область,2017,1,1.63
805,Волгоградская область,2017,2,1.9
806,Волгоградская область,2017,3,6.28
807,Волгоградская область,2017,4,0.47
808,Волгоградская область,2017,5,-1.45
809,Волгоградская область,2017,6,-1.38
810,Волгоградская область,2017,7,1.75
811,Волгоградская область,2017,8,4.53
812,Волгоградская область,2017,9,2.49
813,Волгоградская область,2017,10,0.63
814,Волгоградская область,2017,11,0.96
815,Волгоградская область,2017,12,2.98
816,Волгоградская область,2018,1,1.28
817,Волгоградская область,2018,2,0.27
818,Волгоградская область,2018,3,-3.45
819,Волгоградская область,2018,4,0.54
820,Волгоградская область,2018,5,4.39
821,Волгоградская область,2018,6,1.87
822,Волгоградская область,2018,7,2.28
823,Волгоградская область,2018,8,2.08
824,Волгоградская область,2018,9,3.55
825,Волгоградская область,2018,10,4.49
826,Волгоградская область,2018,11,-0.52
827,Волгоградская область,2018,12,-1.25
828,Волгоградская область,2019,1,1.87
829,Волгоградская область,2019,2,2.76
830,Волгоградская область,2019,3,3.56
831,Волгоградская область,2019,4,1.3
832,Волгоградская область,2019,5,2.26
833,Волгоградская область,2019,6,4.11
834,Волгоградская область,2019,7,-0.36
835,Волгоградская область,2019,8,0.32
836,Волгоградская область,2019,9,-0.05
837,Волгоградская область,2019,10,5.09
838,Волгоградская область,2019,11,1.01
839,Волгоградская область,2019,12,3.17
840,Вологодская область,2010,1,-4.65
841,Вологодская область,2010,2,-2.13
842,Вологодская область,2010,3,-1.19
843,Вологодская область,2010,4,3.44
844,Вологодская область,2010,5,4.93
845,Вологодская область,2010,6,0.6
846,Вологодская область,2010,7,6.87
847,Вологодская область,2010,8,3.67
848,Вологодская область,2010,9,1.43
849,Вологодская область,2010,10,0.61
850,Вологодская область,2010,11,0.71
